EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,NumCompaniesWorked,Over18,DistanceFromHome,Attrition,PerformanceRating,EmployeeCount,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,StockOptionLevel,StandardHours,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,OverTime,BusinessTravel,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear
182,39,Female,Married,4,"Life Sciences",4,Y,4,No,3,1,5902,14590,1329,47,14,1,80,Sales,"Sales Executive",2,2,3,No,Travel_Rarely,4,3,4,17,15,11,5,9,1
183,25,Male,Married,3,"Life Sciences",2,Y,28,No,3,1,8639,24835,959,41,18,0,80,Sales,"Sales Executive",2,2,3,No,Travel_Rarely,1,4,3,6,2,2,2,2,3
184,30,Male,Married,3,"Human Resources",0,Y,9,No,3,1,6347,13982,1240,48,19,0,80,"Human Resources","Human Resources",2,3,4,Yes,Travel_Rarely,3,4,1,12,11,9,4,7,2
190,32,Female,Single,3,Medical,7,Y,9,Yes,4,1,4200,10224,1033,41,22,0,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,1,1,4,10,5,4,0,4,2
192,45,Male,Single,3,Medical,5,Y,29,No,3,1,3452,9752,1316,83,13,0,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,3,2,2,9,6,5,0,3,2
193,38,Female,Single,5,"Technical Degree",3,Y,3,No,4,1,4317,2302,364,32,20,0,80,"Research & Development","Research Scientist",2,3,3,Yes,Travel_Rarely,4,2,3,19,3,2,2,2,2
194,30,Female,Single,3,"Life Sciences",1,Y,18,No,3,1,2632,23910,438,75,14,0,80,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,1,3,2,5,5,4,0,4,4
195,32,Male,Divorced,2,Medical,0,Y,9,No,3,1,4668,22812,689,35,17,3,80,Sales,"Sales Executive",2,1,4,No,Travel_Frequently,4,4,4,9,8,7,0,7,2
197,30,Female,Divorced,3,"Technical Degree",5,Y,5,No,3,1,3204,10415,201,84,14,1,80,"Research & Development","Research Scientist",1,3,1,No,Travel_Rarely,4,4,3,8,3,2,2,2,3
198,30,Male,Single,1,Medical,0,Y,2,No,3,1,2720,11162,1427,35,13,0,80,"Research & Development","Laboratory Technician",1,2,4,No,Travel_Rarely,2,4,3,6,5,3,1,2,3
199,41,Male,Divorced,3,"Life Sciences",4,Y,10,No,3,1,17181,12888,857,91,13,1,80,"Research & Development",Manager,4,2,1,No,Travel_Frequently,4,2,2,21,7,6,7,7,2
200,41,Male,Married,4,"Life Sciences",2,Y,9,No,4,1,2238,6961,933,94,21,1,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,3,4,3,7,5,0,1,4,2
201,19,Female,Single,1,Medical,1,Y,3,No,3,1,1483,16102,1181,79,14,0,80,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Rarely,2,4,3,1,1,0,0,0,3
202,40,Female,Divorced,3,Medical,1,Y,26,No,3,1,5605,8504,1395,54,11,1,80,"Research & Development","Research Scientist",2,3,2,No,Travel_Frequently,2,1,3,20,20,7,2,13,2
204,35,Male,Married,5,Marketing,1,Y,1,No,3,1,7295,11439,662,94,13,2,80,Sales,"Sales Executive",3,3,2,No,Travel_Rarely,3,1,3,10,10,8,0,6,3
205,53,Male,Married,2,Marketing,2,Y,6,No,4,1,2306,16047,1436,34,20,1,80,Sales,"Sales Representative",2,3,3,Yes,Travel_Rarely,2,4,1,13,7,7,4,5,3
206,45,Male,Divorced,3,"Life Sciences",8,Y,9,No,3,1,2348,10901,194,60,18,1,80,"Research & Development","Laboratory Technician",2,3,2,No,Travel_Rarely,2,3,1,20,17,9,0,15,2
207,32,Female,Single,3,Marketing,1,Y,8,No,3,1,8998,15589,967,43,14,0,80,Sales,"Sales Executive",3,3,4,No,Travel_Frequently,2,4,3,9,9,8,3,7,2
208,29,Male,Married,1,"Technical Degree",1,Y,1,No,3,1,4319,26283,1496,41,13,1,80,"Research & Development","Manufacturing Director",2,3,3,No,Non-Travel,4,1,3,10,10,7,0,9,1
211,51,Male,Married,4,Medical,2,Y,7,No,3,1,6132,13983,1169,34,17,0,80,"Research & Development","Manufacturing Director",2,2,3,No,Travel_Rarely,2,3,3,10,1,0,0,0,2
214,58,Female,Married,3,Medical,4,Y,9,No,4,1,3346,11873,1145,75,20,1,80,"Research & Development","Research Scientist",1,2,2,Yes,Travel_Rarely,2,2,2,9,1,0,0,0,3
215,40,Male,Married,4,Marketing,7,Y,4,No,3,1,10855,8552,630,67,11,1,80,Sales,"Sales Executive",3,2,4,No,Travel_Rarely,3,1,2,15,12,11,2,11,2
216,34,Female,Married,4,Marketing,6,Y,2,No,3,1,2231,11314,303,75,18,1,80,Sales,"Sales Representative",1,3,3,No,Travel_Frequently,3,4,3,6,4,3,1,2,3
217,22,Male,Married,1,Medical,1,Y,19,No,4,1,2323,11992,1256,80,24,2,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,3,1,3,2,2,2,2,2,6
218,27,Male,Divorced,3,Medical,6,Y,9,No,3,1,2024,5970,691,57,18,1,80,"Research & Development","Research Scientist",1,3,2,No,Non-Travel,4,4,1,6,2,2,2,2,1
221,28,Male,Married,3,Medical,1,Y,21,No,3,1,2713,6672,440,42,11,1,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,3,3,1,5,5,2,0,2,2
223,57,Male,Divorced,2,"Life Sciences",3,Y,24,No,3,1,9439,23402,334,83,16,1,80,"Research & Development","Healthcare Representative",3,4,4,Yes,Travel_Rarely,3,2,1,12,5,3,1,4,2
224,27,Male,Divorced,3,Medical,1,Y,3,No,3,1,2566,25326,1450,79,15,1,80,"Research & Development","Research Scientist",1,2,3,Yes,Non-Travel,3,4,2,1,1,1,0,1,2
226,50,Female,Single,3,"Life Sciences",3,Y,11,No,3,1,19926,17053,1452,53,15,0,80,"Research & Development",Manager,5,3,2,No,Travel_Rarely,3,2,3,21,5,4,4,4,5
227,41,Male,Divorced,3,"Life Sciences",4,Y,14,No,3,1,2451,4609,465,56,12,1,80,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,1,1,3,13,9,8,1,8,2
228,30,Female,Married,3,"Life Sciences",2,Y,5,No,3,1,9419,8053,1339,41,12,1,80,Sales,"Sales Executive",3,3,4,No,Travel_Rarely,2,3,3,12,10,9,7,4,2
230,38,Female,Single,4,"Life Sciences",4,Y,1,No,4,1,8686,12930,702,59,22,0,80,Sales,"Sales Executive",2,2,4,No,Travel_Rarely,1,3,4,12,8,3,0,7,2
231,32,Male,Single,5,"Life Sciences",3,Y,6,No,4,1,3038,12430,120,43,20,0,80,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,3,1,3,8,5,4,1,4,2
233,27,Male,Married,3,"Technical Degree",0,Y,17,No,3,1,3058,13364,1157,51,16,1,80,"Research & Development","Research Scientist",1,3,2,Yes,Travel_Rarely,3,4,2,6,5,2,1,1,3
235,19,Female,Single,1,"Technical Degree",0,Y,1,Yes,4,1,2325,20989,602,100,21,0,80,Sales,"Sales Representative",1,1,1,No,Travel_Frequently,3,1,4,1,0,0,0,0,5
238,36,Male,Single,2,Medical,4,Y,3,No,3,1,2088,15062,1480,30,12,0,80,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Frequently,4,3,2,13,8,7,7,2,3
239,30,Male,Divorced,3,Medical,1,Y,9,No,3,1,3072,11012,111,66,11,2,80,"Research & Development","Laboratory Technician",2,3,1,No,Non-Travel,3,3,3,12,12,9,6,10,4
240,45,Female,Divorced,2,"Life Sciences",4,Y,4,No,3,1,5006,6319,1268,30,11,1,80,Sales,"Sales Executive",2,3,1,Yes,Travel_Rarely,3,1,4,9,5,4,0,3,3
241,56,Female,Divorced,3,"Life Sciences",4,Y,8,No,3,1,4257,13939,713,67,18,1,80,"Research & Development","Research Scientist",1,3,1,Yes,Travel_Rarely,3,3,3,19,2,2,2,2,3
242,33,Male,Single,3,"Life Sciences",0,Y,2,No,3,1,2500,10515,134,90,14,0,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,3,1,4,4,3,1,0,2,2
243,19,Male,Single,3,"Life Sciences",1,Y,2,Yes,4,1,1102,9241,303,47,22,0,80,"Research & Development","Laboratory Technician",1,2,4,No,Travel_Rarely,2,3,2,1,1,0,1,0,3
244,46,Female,Divorced,2,Marketing,1,Y,1,No,4,1,10453,2137,526,92,25,3,80,Sales,"Sales Executive",3,3,1,No,Travel_Rarely,2,3,3,24,24,13,15,7,2
245,38,Female,Single,2,"Life Sciences",1,Y,9,No,3,1,2288,6319,1380,75,12,0,80,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Rarely,3,3,3,2,2,2,2,1,3
246,31,Female,Married,1,Medical,8,Y,12,No,4,1,3929,6984,140,95,23,1,80,"Research & Development","Research Scientist",1,3,4,Yes,Travel_Rarely,3,3,3,7,4,2,0,2,0
247,34,Female,Single,2,Medical,2,Y,27,No,3,1,2311,5711,629,95,15,0,80,"Research & Development","Research Scientist",1,3,2,No,Travel_Rarely,4,4,3,9,3,2,1,2,3
248,41,Female,Single,2,Marketing,1,Y,20,Yes,4,1,3140,21728,1356,70,22,0,80,Sales,"Sales Representative",1,3,2,Yes,Travel_Rarely,2,4,2,4,4,3,0,2,5
249,50,Male,Married,3,Medical,2,Y,1,No,3,1,3690,3425,328,86,15,1,80,"Research & Development","Laboratory Technician",1,2,3,No,Travel_Rarely,3,4,2,5,3,2,0,2,2
250,53,Female,Divorced,2,Medical,1,Y,13,No,3,1,4450,26250,1084,57,11,2,80,"Research & Development","Manufacturing Director",2,4,1,No,Travel_Rarely,4,3,3,5,4,2,1,3,3
252,33,Female,Married,3,Medical,1,Y,14,No,3,1,2756,4673,931,72,13,1,80,"Research & Development","Research Scientist",1,3,2,No,Travel_Rarely,4,4,3,8,8,7,1,6,5
253,40,Female,Married,1,Medical,1,Y,4,No,3,1,19033,6499,989,46,14,1,80,"Research & Development",Manager,5,3,3,No,Travel_Rarely,4,2,3,21,20,8,9,9,2
254,55,Male,Single,4,Medical,8,Y,14,No,3,1,18722,13339,692,61,11,0,80,"Research & Development","Research Director",5,4,2,No,Travel_Rarely,3,4,3,36,24,15,2,15,3
256,34,Male,Married,1,"Life Sciences",1,Y,2,No,3,1,9547,14074,1069,45,17,0,80,"Research & Development","Manufacturing Director",2,2,3,No,Travel_Frequently,4,3,2,10,10,9,1,9,2
258,51,Female,Single,3,Medical,3,Y,3,No,3,1,13734,7192,313,98,18,0,80,"Research & Development","Healthcare Representative",4,3,2,No,Travel_Rarely,4,3,3,21,7,7,1,0,6
259,52,Male,Married,4,"Life Sciences",0,Y,1,No,3,1,19999,5678,699,65,14,1,80,"Research & Development",Manager,5,2,3,No,Travel_Rarely,3,1,3,34,33,18,11,9,5
260,27,Female,Single,3,Medical,1,Y,9,No,3,1,2279,11781,894,99,16,0,80,"Research & Development","Research Scientist",1,3,2,No,Travel_Rarely,4,4,2,7,7,7,0,3,2
261,35,Male,Married,2,"Life Sciences",3,Y,23,Yes,3,1,5916,15497,556,50,13,0,80,"Research & Development","Manufacturing Director",2,2,3,Yes,Travel_Rarely,2,1,3,8,1,0,0,1,1
262,43,Male,Divorced,3,Medical,4,Y,7,No,3,1,2089,5228,1344,37,14,3,80,"Research & Development","Research Scientist",1,4,4,No,Non-Travel,4,4,4,7,5,4,2,2,3
264,45,Male,Married,2,Medical,9,Y,2,No,4,1,16792,20462,1195,65,23,1,80,"Research & Development",Manager,4,2,4,No,Non-Travel,1,4,3,22,20,8,11,8,1
267,37,Male,Married,3,"Life Sciences",1,Y,21,No,3,1,3564,22977,290,65,12,1,80,"Research & Development","Research Scientist",1,4,1,Yes,Travel_Rarely,2,1,2,8,8,7,1,7,3
269,35,Female,Single,3,Medical,5,Y,2,No,3,1,4425,15986,138,37,11,0,80,"Research & Development","Laboratory Technician",2,3,2,No,Travel_Frequently,2,4,3,10,6,2,1,2,5
270,42,Female,Divorced,2,Medical,2,Y,21,No,3,1,5265,16439,926,36,16,1,80,"Research & Development","Manufacturing Director",2,3,3,No,Non-Travel,3,2,3,11,5,3,0,2,5
271,38,Male,Married,4,"Life Sciences",9,Y,2,No,3,1,6553,7259,1261,88,14,0,80,"Research & Development","Manufacturing Director",2,3,3,No,Travel_Rarely,4,2,3,14,1,0,0,0,3
273,38,Male,Married,3,"Technical Degree",3,Y,29,No,3,1,6261,4185,1084,54,18,1,80,"Research & Development","Manufacturing Director",2,3,4,No,Travel_Rarely,4,1,1,9,7,7,1,7,3
274,27,Male,Married,1,"Technical Degree",5,Y,1,No,3,1,4298,9679,472,60,19,1,80,"Research & Development","Manufacturing Director",2,2,1,No,Travel_Frequently,3,3,3,6,2,2,2,0,1
275,49,Male,Divorced,4,"Life Sciences",1,Y,18,No,3,1,6804,23793,1002,92,15,2,80,"Research & Development","Manufacturing Director",2,3,4,Yes,Non-Travel,4,1,3,7,7,7,1,7,0
277,34,Male,Divorced,4,Medical,1,Y,10,No,3,1,3815,5972,878,43,17,1,80,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Frequently,4,4,4,5,5,3,2,0,4
281,40,Male,Married,2,Medical,8,Y,19,No,3,1,2741,16523,905,99,15,1,80,"Research & Development","Laboratory Technician",2,3,4,Yes,Travel_Rarely,3,3,4,15,7,2,3,7,2
282,38,Male,Married,1,Medical,7,Y,29,Yes,3,1,6673,11354,1180,70,19,0,80,"Research & Development","Healthcare Representative",2,3,1,Yes,Travel_Rarely,2,2,3,17,1,0,0,0,2
283,29,Female,Married,3,Marketing,1,Y,27,Yes,4,1,7639,24525,121,35,22,3,80,Sales,"Sales Executive",3,3,4,No,Travel_Rarely,2,4,2,10,10,4,1,9,3
284,22,Male,Divorced,3,"Life Sciences",1,Y,5,No,3,1,2328,12392,1136,60,16,1,80,"Research & Development","Research Scientist",1,4,2,Yes,Travel_Rarely,4,1,2,4,4,2,2,2,2
286,36,Female,Single,1,Medical,1,Y,18,No,3,1,2153,7703,635,73,13,0,80,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Frequently,2,1,3,8,8,1,1,7,2
287,40,Male,Married,5,"Life Sciences",9,Y,9,No,3,1,4876,14242,1151,63,14,1,80,"Research & Development","Healthcare Representative",2,2,4,No,Non-Travel,4,4,1,5,3,2,0,2,5
288,46,Male,Divorced,4,Medical,7,Y,1,No,3,1,9396,12368,644,97,16,1,80,"Research & Development","Healthcare Representative",3,3,1,No,Travel_Rarely,4,3,3,17,4,2,0,3,3
291,32,Male,Married,4,Medical,1,Y,4,Yes,3,1,10400,25812,1045,32,11,0,80,Sales,"Sales Executive",3,1,4,No,Travel_Rarely,4,3,2,14,14,8,9,8,2
292,30,Male,Single,1,"Life Sciences",1,Y,1,No,4,1,8474,20925,829,88,22,0,80,"Research & Development","Manufacturing Director",3,2,3,No,Non-Travel,3,3,3,12,11,8,5,8,2
293,27,Female,Single,3,"Life Sciences",1,Y,20,No,3,1,9981,12916,1242,90,14,0,80,Sales,"Sales Executive",2,3,3,No,Travel_Frequently,4,4,3,7,7,7,0,7,2
296,51,Male,Married,4,"Life Sciences",5,Y,8,No,3,1,12490,15736,1469,81,16,2,80,"Research & Development","Research Director",3,2,2,No,Travel_Rarely,2,4,1,16,10,9,4,7,5
297,30,Female,Single,3,"Technical Degree",5,Y,3,Yes,3,1,2657,8556,1005,88,11,0,80,"Research & Development","Research Scientist",1,3,1,Yes,Travel_Rarely,4,3,3,8,5,2,0,4,5
298,41,Female,Single,3,"Life Sciences",3,Y,6,No,3,1,13591,14674,896,75,18,0,80,Sales,Manager,3,3,4,Yes,Travel_Rarely,4,3,3,16,1,0,0,0,3
299,30,Female,Single,4,Marketing,5,Y,26,Yes,3,1,6696,22967,334,52,15,0,80,Sales,"Sales Executive",2,2,1,No,Travel_Frequently,3,3,2,9,6,3,0,1,5
300,29,Male,Single,3,"Technical Degree",0,Y,1,Yes,3,1,2058,19757,992,85,14,0,80,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,3,4,2,7,6,2,1,5,1
302,45,Female,Single,3,Medical,6,Y,6,No,3,1,8865,16840,1052,57,12,0,80,Sales,"Sales Executive",3,2,4,No,Non-Travel,4,4,3,23,19,7,12,8,2
303,54,Female,Married,3,Marketing,2,Y,3,No,3,1,5940,17011,1147,52,14,1,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,4,4,3,16,6,2,0,5,4
304,36,Male,Single,2,"Life Sciences",8,Y,5,No,3,1,5914,9945,1396,62,16,0,80,"Research & Development","Laboratory Technician",2,3,2,No,Travel_Rarely,4,4,4,16,13,11,3,7,3
305,33,Female,Married,4,Medical,6,Y,4,No,4,1,2622,13248,147,47,21,0,80,"Research & Development","Research Scientist",1,2,2,No,Travel_Rarely,3,4,3,7,3,2,1,1,3
306,37,Male,Divorced,3,Other,1,Y,11,No,3,1,12185,10056,663,47,14,3,80,"Research & Development","Research Director",3,3,4,Yes,Travel_Frequently,2,3,3,10,10,8,0,7,1
307,38,Male,Divorced,3,"Life Sciences",0,Y,3,No,3,1,10609,9647,119,76,12,2,80,Sales,"Sales Executive",3,3,3,No,Travel_Rarely,1,3,2,17,16,10,5,13,6
308,31,Male,Married,4,Medical,0,Y,1,No,3,1,4345,4381,979,90,12,1,80,"Research & Development","Manufacturing Director",2,1,3,No,Non-Travel,3,4,3,6,5,4,1,4,2
309,59,Male,Married,3,"Life Sciences",3,Y,3,No,3,1,2177,8456,142,70,17,1,80,"Research & Development","Research Scientist",1,2,4,No,Travel_Rarely,3,1,3,7,1,0,0,0,6
311,37,Male,Divorced,4,Marketing,4,Y,4,No,3,1,2793,2539,319,41,17,1,80,Sales,"Sales Representative",1,3,4,No,Travel_Frequently,1,3,3,13,9,8,5,8,2
312,29,Female,Married,1,Medical,1,Y,1,No,3,1,7918,6599,1413,42,14,1,80,Sales,"Sales Executive",3,3,4,No,Travel_Frequently,2,4,3,11,11,10,4,1,5
314,35,Female,Single,3,Marketing,1,Y,1,No,3,1,8789,9096,944,92,14,0,80,Sales,"Sales Executive",3,3,3,No,Travel_Frequently,3,1,4,10,10,7,0,8,3
315,29,Male,Single,1,Medical,1,Y,18,Yes,3,1,2389,14961,896,86,13,0,80,"Research & Development","Research Scientist",1,2,4,Yes,Travel_Rarely,3,3,2,4,4,3,0,1,3
316,52,Female,Single,3,"Life Sciences",7,Y,2,No,3,1,3212,3300,1323,89,15,0,80,"Research & Development","Laboratory Technician",1,2,4,No,Travel_Rarely,3,2,2,6,2,2,2,2,3
319,42,Male,Married,2,"Technical Degree",1,Y,4,No,3,1,19232,4933,532,58,11,0,80,"Research & Development",Manager,5,3,4,No,Travel_Rarely,3,4,3,22,22,17,11,15,3
321,59,Male,Married,2,Medical,8,Y,6,No,3,1,2267,25657,818,52,17,0,80,"Human Resources","Human Resources",1,3,3,No,Travel_Rarely,2,4,2,7,2,2,2,2,2
323,50,Female,Divorced,4,Medical,3,Y,1,No,3,1,19517,24118,854,68,11,1,80,Sales,Manager,5,3,4,No,Travel_Rarely,4,3,2,32,7,0,0,6,3
325,33,Male,Married,3,Medical,5,Y,14,Yes,3,1,2436,22149,813,58,13,1,80,"Research & Development","Laboratory Technician",1,3,4,Yes,Travel_Rarely,3,3,1,8,5,4,0,4,2
327,43,Female,Married,3,Marketing,5,Y,16,No,4,1,16064,7744,1034,80,22,1,80,Sales,Manager,4,3,4,Yes,Travel_Rarely,4,3,3,22,17,13,1,9,3
328,33,Female,Married,2,"Life Sciences",7,Y,2,Yes,4,1,2707,21509,465,39,20,0,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,1,1,4,13,9,7,1,7,3
329,52,Male,Single,4,"Life Sciences",1,Y,2,No,3,1,19068,21030,771,79,18,0,80,Sales,Manager,5,2,3,Yes,Non-Travel,1,4,4,33,33,7,15,12,2
330,32,Female,Married,2,"Life Sciences",2,Y,4,No,3,1,3931,20990,1401,56,11,1,80,Sales,"Sales Representative",1,3,2,No,Travel_Rarely,3,1,3,6,4,3,1,2,5
331,32,Male,Single,3,"Life Sciences",0,Y,1,Yes,3,1,3730,9571,515,62,14,0,80,"Research & Development","Laboratory Technician",1,2,3,Yes,Travel_Rarely,4,4,1,4,3,2,1,2,2
332,39,Female,Divorced,4,Medical,7,Y,1,No,3,1,2232,15417,1431,96,14,3,80,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Rarely,3,3,3,7,3,2,1,2,1
333,32,Male,Married,4,Marketing,0,Y,26,No,3,1,4465,12069,976,100,18,0,80,Sales,"Sales Executive",2,3,4,No,Non-Travel,3,1,3,4,3,2,2,2,2
334,41,Male,Divorced,2,"Life Sciences",2,Y,19,No,3,1,3072,19877,1411,36,16,2,80,"Research & Development","Research Scientist",2,3,1,No,Travel_Rarely,3,1,2,17,1,0,0,0,2
335,40,Male,Divorced,2,"Technical Degree",1,Y,24,No,3,1,3319,24447,1300,62,17,2,80,"Research & Development","Research Scientist",2,3,4,No,Travel_Rarely,1,1,3,9,9,8,4,7,3
336,45,Male,Married,3,Other,0,Y,1,No,3,1,19202,15970,252,70,11,1,80,"Research & Development",Manager,5,4,4,No,Travel_Rarely,3,3,3,25,24,0,1,7,2
337,31,Male,Divorced,4,Medical,9,Y,3,No,3,1,13675,13523,1327,73,12,1,80,"Research & Development","Research Director",3,3,3,No,Travel_Frequently,2,1,3,9,2,2,2,2,3
338,33,Female,Married,4,"Life Sciences",1,Y,5,No,3,1,2911,14776,832,63,13,1,80,"Research & Development","Research Scientist",1,2,4,No,Travel_Rarely,3,3,2,2,2,2,0,2,2
339,34,Male,Married,4,"Life Sciences",6,Y,2,No,3,1,5957,23687,470,84,13,1,80,"Research & Development","Manufacturing Director",2,2,1,No,Travel_Rarely,4,2,3,13,11,9,5,9,3
340,37,Female,Married,2,Medical,2,Y,1,No,3,1,3920,18697,1017,83,14,1,80,"Research & Development","Research Scientist",1,2,1,No,Travel_Rarely,3,1,2,17,3,1,0,2,2
341,45,Male,Married,4,"Life Sciences",4,Y,7,No,3,1,6434,5118,1199,77,17,1,80,"Research & Development","Manufacturing Director",2,4,3,No,Travel_Frequently,1,4,3,9,3,2,0,2,1
342,37,Male,Divorced,3,Medical,6,Y,10,Yes,3,1,10048,22573,504,61,11,2,80,"Research & Development","Manufacturing Director",3,3,3,No,Travel_Frequently,1,2,3,17,1,0,0,0,5
343,39,Female,Single,4,"Technical Degree",0,Y,2,No,4,1,10938,6420,505,64,25,0,80,"Research & Development","Healthcare Representative",3,3,3,No,Travel_Frequently,3,4,3,20,19,6,11,8,1
346,29,Male,Single,3,"Life Sciences",1,Y,15,No,3,1,2340,22673,665,60,19,0,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,3,1,3,6,6,5,1,5,1
347,42,Female,Single,2,"Life Sciences",3,Y,17,No,3,1,6545,23016,916,82,13,0,80,"Research & Development","Research Scientist",2,4,1,Yes,Travel_Rarely,4,3,3,10,3,2,0,2,1
349,29,Male,Divorced,2,Marketing,2,Y,20,No,3,1,6931,10732,1247,45,14,1,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,4,4,3,10,3,2,0,2,2
350,25,Female,Married,3,"Life Sciences",0,Y,1,No,3,1,4898,7505,685,62,12,2,80,"Research & Development","Manufacturing Director",2,3,3,No,Travel_Rarely,1,4,3,5,4,2,1,2,3
351,42,Female,Divorced,3,Medical,0,Y,2,No,3,1,2593,8007,269,56,11,1,80,"Research & Development","Laboratory Technician",1,2,1,Yes,Travel_Rarely,4,3,3,10,9,6,7,8,4
352,40,Male,Divorced,2,Medical,0,Y,2,No,3,1,19436,5949,1416,49,19,1,80,"Research & Development","Research Director",5,3,3,No,Travel_Rarely,1,4,3,22,21,7,3,9,5
353,51,Male,Married,3,"Life Sciences",1,Y,1,No,3,1,2723,23231,833,96,11,0,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,3,2,2,1,1,0,0,0,0
355,31,Male,Single,2,Medical,0,Y,29,Yes,3,1,3479,11652,307,71,11,0,80,"Research & Development","Laboratory Technician",1,2,2,No,Travel_Frequently,3,2,4,6,5,4,1,4,2
359,32,Male,Married,3,"Life Sciences",1,Y,7,No,4,1,2794,26062,1311,100,20,0,80,"Research & Development","Laboratory Technician",1,4,2,No,Travel_Frequently,2,3,1,5,5,1,0,3,3
361,38,Male,Married,2,"Life Sciences",3,Y,2,No,3,1,5249,19682,1327,39,18,1,80,Sales,"Sales Executive",2,2,4,No,Non-Travel,4,4,3,13,8,7,7,5,0
362,32,Male,Single,1,"Technical Degree",4,Y,2,No,3,1,2176,19737,128,84,13,0,80,"Research & Development","Laboratory Technician",2,2,1,No,Travel_Rarely,4,4,3,9,6,2,0,4,5
363,46,Female,Married,3,"Technical Degree",3,Y,2,No,3,1,16872,14977,488,75,12,1,80,Sales,Manager,4,1,2,Yes,Travel_Rarely,3,2,2,28,7,7,7,7,2
364,28,Male,Single,4,"Life Sciences",2,Y,2,Yes,3,1,3485,14935,529,79,11,0,80,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Rarely,1,3,1,5,0,0,0,0,5
366,29,Male,Married,3,Medical,2,Y,2,No,3,1,6644,3687,1210,78,19,2,80,Sales,"Sales Executive",2,2,2,No,Travel_Rarely,1,2,3,10,0,0,0,0,2
367,31,Male,Married,3,Medical,0,Y,23,No,4,1,5582,14408,1463,64,21,1,80,"Research & Development","Healthcare Representative",2,2,4,No,Travel_Rarely,2,2,3,10,9,0,7,8,2
369,25,Male,Divorced,2,"Life Sciences",1,Y,5,No,3,1,4000,18384,675,85,12,2,80,"Research & Development","Healthcare Representative",2,4,1,No,Non-Travel,2,4,3,6,6,3,1,5,2
372,45,Male,Married,2,Medical,0,Y,20,No,3,1,13496,7501,1385,79,14,0,80,"Research & Development","Healthcare Representative",4,3,4,Yes,Travel_Rarely,3,2,3,21,20,7,4,10,2
373,36,Male,Married,3,"Life Sciences",0,Y,6,No,3,1,3210,20251,1403,47,11,1,80,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Rarely,4,3,3,16,15,13,10,11,4
374,55,Male,Single,3,Medical,0,Y,1,No,3,1,19045,18938,452,81,14,0,80,"Research & Development",Manager,5,3,1,Yes,Travel_Rarely,4,3,3,37,36,10,4,13,2
376,47,Male,Married,4,"Life Sciences",1,Y,29,Yes,3,1,11849,10268,666,88,12,1,80,"Research & Development",Manager,3,3,2,Yes,Non-Travel,1,4,2,10,10,7,9,9,2
377,28,Male,Married,3,Medical,1,Y,9,No,4,1,2070,2613,1158,94,23,1,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,4,4,2,5,5,2,0,4,3
378,37,Male,Married,4,Medical,4,Y,6,No,3,1,6502,22825,228,98,14,1,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,3,2,4,7,5,4,0,1,5
379,21,Male,Single,2,Medical,1,Y,3,No,3,1,3230,10531,996,100,17,0,80,"Research & Development","Research Scientist",1,2,3,No,Travel_Rarely,4,1,4,3,3,2,1,0,4
380,37,Female,Divorced,4,Medical,2,Y,1,No,3,1,13603,11677,728,80,18,2,80,"Research & Development","Research Director",3,3,4,Yes,Non-Travel,1,1,3,15,5,2,0,2,2
381,35,Female,Divorced,3,"Life Sciences",7,Y,22,No,3,1,11996,19100,1315,71,18,1,80,"Research & Development",Manager,3,4,2,No,Travel_Rarely,2,2,2,10,7,7,6,2,6
382,38,Female,Divorced,2,Medical,1,Y,7,No,4,1,5605,19191,322,44,24,1,80,Sales,"Sales Executive",2,4,1,Yes,Travel_Rarely,1,3,3,8,8,0,7,7,3
